,desc,location,size,value
643,2 Exceptional Houses in the Heart of Old Muthaiga on 1.8 acres.,"Muthaiga, Nairobi, Nairobi",9 Bedrooms,KSh 410000000
644,"Classy 4 Bedroom villa plus sq for sale in Roselyn, Runda","Roselyn, Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 68000000
645,Loresho Crescent 4 Bedrom Bungalow,"loresho crescent, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
646,"5 Bedroom House, Eldoret","Riruta, Nairobi, Nairobi",5 Bedrooms,KSh 50000000
647,A Lovely And Modern 4 Bedroom House All En Suite in Mombasa Road,"Mombasa Road, Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
648,"Lovely 4 Bedroom Townhouse, Syokimau","Mombasa road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 19000000
649,6 Bedroom House in Karen  - 3KE1346197,"Karen, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 79000000
650,"1/2 Acre, 5 Bedroom House in Thome, Thika Road Super Highway.","Thome, Nairobi, Nairobi",5 Bedrooms,KSh 47000000
651,6 Bedroom Houses in Kitisuru - Magnolia Lake Side,"Kirawa Rd, Kitisuru, Nairobi, Nairobi",6 Bedrooms,KSh 140000000
652,"Stunning 3 Bedroom Bungalow   in Zambia, Ngong, Nairobi.","Zambia, Ngong, Nairobi, Nairobi",3 Bedrooms,KSh 8500000
653,High Class! Gigiri Seven Bedroom Ambassadorial House,"Gigiri, Gigiri, Nairobi, Nairobi",7 Bedrooms,KSh 750000000
654,Prestigious 4 Bedroom Villas in Karen,"Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 93000000
655,Lovely Charming House in Spring Valley,"Spring Valley, Nairobi, Nairobi",4 Bedrooms,KSh 180000000
656,LAKE VIEW ESTATE - 4 BEDROOMS BUNGALOW ON 1/5 ACRE.,"LAKE VIEW ESTATE., Lower Kabete, Nairobi, Nairobi",4 Bedrooms,KSh 140000000
657,Move-in ready! Runda Paradise Townhouse For Sale,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 23500000
658,Gorgeous 5 Bedroom Corner Town House with Lush Garden,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 62000000
659,10 Bedroom House in Karen- 3KE1375839,"Hardy, Karen, Nairobi, Nairobi",10 Bedrooms,KSh 150000000
660,Elegant 4 Bedroom Townhouse in Lavington,"off Gitanga road, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
661,Fairacres Country Homes Karen - PHASE 2,"Hekima road off Fair acres Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
662,an Amazing Well Built Four Bedroom all En Suit Town House in a Gated Community off Kiambu Road,"38674, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
663,4 Bedroom Town House in Riara Road,"Riara Road, Nairobi, Nairobi",4 Bedrooms,KSh 47000000
664,Elegant 4 Bedroom Maisonette for sale in Kiambu,"Kiambu, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 15000000
665,Prestigious 2 Bedroom House for sale in Riruta,"Riruta, Riruta, Nairobi, Nairobi",2 Bedrooms,KSh 30000000
666,KAREN - 5 BEDROOMS TOWN HOUSE.,"Nandi/Miotoni road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
667,"5 Bed Townhouse For Sale in Kitusuru, Nairobi","Kitusuru, Nairobi KenyaNairobi, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
668,House at Rosslyn Loontree for sale,"Rosslyn, Rosslyn, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
669,Luxurious Townhouse,"karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
670,3 Bedroom House in Runda,"Runda, Nairobi, Nairobi",3 Bedrooms,KSh 150000000
671,Modern 5 Bedroom Townhouse for sale in Lavington,"Lavington Kenya, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 50000000
672,5 Bedroom Luxury Houses for sale on Kiambu Road,"Kiambu Road-Nairobi, Kiambu Road, Nairobi, Nairobi",5 Bedrooms,KSh 50250000
673,Exclusive 4 bedroom Villas in Westlands for Sale,"General Mathenge, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
674,2 Elegant Homes in One Compound,"Kitisuru Road, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 250000000
675,Kitisuru Luxury 4 Bedroom Townhouse,"Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
676,City's Delight ! Parklands 4 Bedrooms Maisonette,"parklands ngao road, Parklands, Nairobi, Nairobi",4 Bedrooms,KSh 22000000
677,House in Kyuna,"Kyuna, Kyuna, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
678,Syokimau 4 Bedroom Maisonette in a Gated Community,"Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
679,Stylish Courtyard Home in Kikenni,"Karen & Langata, Karen, Nairobi, Nairobi",8 Bedrooms,Contact seller for price
680,Kantafu Serene Homes,"Kangundo road, near Kantafu town, Kangundo Road, Nairobi, Nairobi",3 Bedrooms,KSh 3999000
681,4 Bedroom Villas at Niarobi,"Redhill, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 27000000
682,4 Bedroom Hous at Muthithi Kiambu Road,"Kiambu Road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
683,3 bedroom Maisonette House for sale in Avenue Park 1 in Embakasi Opp. Fedha Estate.,"Avenue Park 1 Estate, Embakasi, Nairobi, Nairobi",3 Bedrooms,KSh 15000000
684,"A Beautiful 4 Bedroom Townhouse with Garden and Dsq at Ridgeways, off Kiambu Road","Ridgeways, Ridgeways, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
685,An Exclusive 4 Bedroom Townhouse in Westlands,"Eldama Ravine Road, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 36000000
686,Elegant House on Half Acre  in Loresho,"Loresho, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
687,4 Bedroom Luxury Houses for sale in Kiambu Road,"Kiambu Road-Nairobi, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 41950000
688,"Impeccable 3 Bedroom Master Ensuite Bungalow in Rongai, Rimpa","Rongai, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 6500000
689,"A Beautiful Maisonette for sale, Off Mombasa Road","Mombasa Rd, Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 13500000
690,Edge Bungalow,"Ngong, Ngong Road, Nairobi, Nairobi",3 Bedrooms,KSh 10000000
691,Kiambu road Runda Paradise.,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 24000000
692,4 Bedroom House for sale in Karen - 3KE1323941,"Fair Acres, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
693,Exclusive Modern Townhouse,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
694,"5 Bedroom House, Off Kiambu Road","Kiambu Road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
695,"Amazing  Modern 3 Bedroom Maiosonettes in Kitengela, Yukos","Kitengela, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 8750000
696,VALLEY ARCADE - 5 BEDROOMS TOWN HOUSE WITH GARDEN.,"OFF MBAAZI  AVENUE., Valley arcade , Nairobi, Nairobi",5 Bedrooms,KSh 50000000
697,Luxurious 5 Bedroom All En-Suite-Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
698,Prime Land For Sale - Waiyaki Way,"Waiyaki Way, Waiyaki Way, Nairobi, Nairobi",1 Bedrooms,KSh 350000000
699,"Lavington, Villa for sale","lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 63000000
700,Hilltop Traquil,"Kerarapon, Kerarapon, Nairobi, Nairobi",4 Bedrooms,KSh 33000000
701,3 Bedroom House  in Kerarapon,"Karen, Nairobi, Nairobi",3 Bedrooms,KSh 35000000
702,4 Bedroom Masionette in Sabaki off Mombasa Road,"Sabaki, Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
703,5 Bedroom Townhouse all Ensuite with Dsq in Lavington.,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
704,5 Bedroom House for sale in Karen - 3ke1341815,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
705,"Investor Alert: 4 Bedroom Villas For Sale, Runda","Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
706,Above The Crowd! Lavington Five Bedroom Townhouse,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 67000000
707,Elegant 4 Bedroom Towhouses With Dsq For Sale In Syokimau,"Airport Road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 11500000
708,MODERN EXECUTIVE TOWNHOUSES FOR SALE AT ROSSLYN,"Lone Tree road, Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 75500000
709,Vacation Living! Lavington 5 Bedroom Townhouse,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
710,"Newly Built 5 Bedroom Townhouse in Lavington, Nairobi.","Lavington, Nairobi, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
711,6 Bedroom Ambassadorial House on 1.25 Acres in Old Runda,"Ruaka Drive, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 210000000
712,Modern Townhouse at  Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
713,Brand New House for sale in Karen - 3ke3004001,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 115000000
714,4 Bedroom Townhouse Donholm,"Doholm, Embakasi, Nairobi, Nairobi",4 Bedrooms,KSh 16500000
715,"4 Bedroom House for sale, Utawala","Utawala, Utawala , Nairobi, Nairobi",4 Bedrooms,KSh 19000000
716,Exclusive 5 Bedroom House For Sale In Kitisuru,"Kirawa Road, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 140000000
717,5 Bedroom Townhouse,"It's along Amboseli close., Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
718,3 Story Mordern Home,"Lavington, Nairobi, Nairobi",7 Bedrooms,KSh 75000000
719,Eye Candy! Lavington Five Bedroom Townhouse,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
720,"NGUMO/GOLF COURSE - 3 BEDROOMS MAISIONETTE, 2 EXTENSIONS 1 & 2 BEDROOMS.","OFF Mbagathi road, Ngummo, Nairobi, Nairobi",3 Bedrooms,KSh 25000000
721,3 Bedroom House for sale in Kitengela,"Kitengela Namanga, Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 8000000
722,3 Bedroom Premium Houses in Kiambu Road,"Kiambu Road-Nairobi, Kiambu Road, Nairobi, Nairobi",3 Bedrooms,KSh 28950000
723,an Executive 5 Bedroomed House in a Compound of 5 in a Secure and Quiet Area on Convent Drive -  Lavington,"Convent Drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 125000000
724,Graceful lilies ! Kilimani 4 Bedroom Maisonette,"kilimani, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
725,Exclusive Modern 4 Bedroom Townhouse,"Limuru road, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
726,Exclusive Modern Townhouse,"kileleshwa, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
727,"Town House 5 Bedroom with Dsq – Kitisuru, off Ngetch Rd","Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 72000000
728,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 76000000
729,Modern High End 5 bedroom house - Ridgeways,"Ridgeways, Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
730,Lavish 3 Bedroom Bungalow,"KANTAFU, Joska, Nairobi, Nairobi",3 Bedrooms,KSh 3500000
731,Runda 5 Bedroom house for sale,"Runda, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
732,"A Spacious 5 Bedroom all Ensuite Bungalow in Muigai Estate, Kitengela","Kitengela, Kajiado, Nairobi, Nairobi",5 Bedrooms,KSh 12000000
733,5 Bedrooms Townhouse,"Ruiru, Membley, Nairobi, Nairobi",5 Bedrooms,KSh 20000000
734,4br Townhouse at Rosslyn,"Rosslyn, Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
735,Highly Luxurious 5 Bedrooms Maisonette  plus Dsq 3 Ensuit  Sitting on a 2.5 Acre for sale in Kitale,"Mimosa, Nairobi, Nairobi",5 Bedrooms,KSh 30000000
736,A Spacious 4 Bedroom all Ensuite Townhouse with Dsq in Kileleshwa,"Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
737,"3 Acre Farm House For Sale in Red Hill,Limuru","Red Hill Limuru, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 180000000
738,5 Bedroom Townhouse for sale in Karen,"Bogani Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 68000000
739,Gem Juja Maisonettes Three and Four Bedroom Units,"Thika Road, Thika Road, Nairobi, Nairobi",3 Bedrooms,KSh 3500000
740,River Side 4 Bed Room Bungalow,"Riverside, Riverside, Nairobi, Nairobi",4 Bedrooms,KSh 200000000
741,"4 Bed Townhouse For Sale in Westlands, Nairobi","Rhapta Road Westlands, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 47500000
742,Modern & Spacious House for sale,"Hillcrest road, Karen, Nairobi, Nairobi",5 Bedrooms,Contact seller for price
743,Townhouse in Lavington,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 85000000
744,"5 Bedroom House, Lavington","Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
745,"Syokimau, 4 Bedroom Standalone Villa","off Mombasa Road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 18000000
746,"4 Bedroom Detached House for sale in Mida Creek, Watamu  Ref Map2","Ndege, Riruta, Nairobi, Nairobi",4 Bedrooms,KSh 20000000
747,4 bedroom House for sale in Kitisuru,"Ngecha Road, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 58000000
748,Adorable 4 Bedroom Town House Forsale,"Peponi Road, Spring Valley, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
749,4 Bedroom House for sale in Kiambu,"Kiambu, Riabai Rd, Riruta, Nairobi, Nairobi",4 Bedrooms,KSh 23750000
750,The Pearl,"Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 135000000
751,4 Bedroom Athi View Maisonettes,"Kiungani Road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12900000
752,4 Bedroom Townhouse for sale in Thika,"Thika Road, Nairobi, Nairobi",4 Bedrooms,KSh 20000000
753,4 Bedroom Townhouse Rosslyn,"Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
754,5 Bedroom House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 56000000
755,5 Bedroom Townhouse for sale in Karen,"Mukoyeti West Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
756,Modern Townhouse at Kitsuru,"kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
757,6 Bedroom House in Lavington,"Lavington, Nairobi, Nairobi",6 Bedrooms,KSh 98000000
758,Charming 4 Bedroom Home - Windsor Park,"Windsor Park, Ridgeways, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
759,Karen City Property with Country Charm Gated Comm,"Bogani Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 88000000
760,Runda - 5 Bedroom Town-House,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
761,4 Bedroom House for sale in Loresho,"Loresho Grove Loresho Housing Development, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
762,5 Bedroom House For Sale In Kitengela In New Valley On 1/4 Acre,"Kitengela, Riruta, Nairobi, Nairobi",5 Bedrooms,KSh 15900000
763,Exclusive 4 bedroom Villas in Westlands for Sale,"General Mathenge, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
764,4 Bedroom House for Sale in Langata,"Carnivore, Langata, Nairobi, Langata, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
765,3 Bedroom Bungalow  in Clayworks Kasarani,"Clayworks kasarani, Kasarani, Nairobi, Nairobi",3 Bedrooms,KSh 9995000
766,Magnificient 10 bed Mansion on half acer in Kar,"Koitabas Road, Karen, Nairobi, Nairobi",10 Bedrooms,KSh 140000000
767,4 Bedroom Townhouse for sale in Ngong,"Ngong Road, Ngong Road, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
768,Exclusive Modern Townhouse,"Limuru road, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
769,Exclusively Done Townhouse in Springvalley,"Peponi road, Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
770,5 Bedroom Townhouse in Kileleshwa,"KILELESHWA, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
771,Marvelous  5  bedroom  double  storey  for  sale,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 125000000
772,An Exclusive And Prestgious Modern 4 Bedroom Townhouse in Kyuna,"Shanzu road, Kyuna, Nairobi, Nairobi",4 Bedrooms,KSh 62000000
773,Beautiful House  at  Baraka Estate,"BARAKA ESTATE, Nyayo Estate, Nairobi, Nairobi",3 Bedrooms,KSh 11000000
774,3 Bedroom Townhouse at Niarobi,"Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 8000000
775,"Prime 10 Acre Property for sale on Miotoni Road, Karen","Miotoni Road, Karen ,Nairobi Kenya, Karen, Nairobi, Nairobi",7 Bedrooms,KSh 640000000
776,SOUTH B RIVER BANK - MAISONETTE (CONVERTED INTO  BEDSITTERS),"RIVER BANK ESTATE., South B, Nairobi, Nairobi",6 Bedrooms,KSh 17000000
777,House in  Lavington,"james gichuru, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
778,Magnificent Ambassadorial / Mansion For Sale,"Kirawa Road, Kitisuru, Nairobi, Nairobi",6 Bedrooms,KSh 250000000
779,Muhugu Park- Karen,"Kerarapon Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
780,"4 Bedroom Main House & Guest Cottages on 3.2 Acre of Land, Karen","Karen, Nairobi, Nairobi",8 Bedrooms,KSh 175000000
781,Palatial 5 Bedroom House in Runda for Sale,"Mimosa, Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
782,Detached Town House For Rent  In Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 250000
783,Fabulously Done 4 Bedroom House,"7th campus road chuna estate, Kajiado, Nairobi, Nairobi",4 Bedrooms,KSh 28000000
784,5 Bedroom House for Sale in Lavington,"Lavington, Lavington, Nairobi, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 46000000
785,Ambassadorial 7 Bedroom House in Runda,"RUNDA, Runda, Nairobi, Nairobi",7 Bedrooms,KSh 195000000
786,3 Bedroom Townhouse for sale in Imara Daima,"Imara Daima, Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 13500000
787,8 bedroom All Ensute Townhouse for sale in Runda,"Ruaka Drive, Runda, Nairobi, Nairobi",8 Bedrooms,KSh 120000000
788,4 Bedroom Townhouse Karen,"Fair Acres Rd Nairobi, Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
789,4 Bedroom House for Sale in Karen,"Langata Rd, Karen, Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 150000000
790,Highlight Homes for sale,"KAREN, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
791,Newly Built 4 Bedroom Villa on Gated Community in Red Hill,"Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
792,5 Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
793,Oak Park Estate Three Bedroom (all Ensuite) Bungalows Along Kenyatta Road,"Kenyatta Road, Thika Road, Nairobi, Nairobi",3 Bedrooms,KSh 3990000
794,"5 Bedroom Ultramodern Townhouse in Muhugu Park, Karen.","Kerarapon rd, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 73500000
795,5 Bedroom Townhouse Runda.,"Runda Grove , Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
796,A 5 Bdrm Townhouse,"LoyanLoyangelani avenue., Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
797,Seriously Pimped 4 Bedroom Maisonette at Water Front Gardens Estate,"Waiyaki Way, Waiyaki Way, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
798,Residential Units,"Bogani Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 88000000
799,Spacious 4bedroom + Dsq maisonette for sale in Kileleshwa,"Gichugu road, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
800,House for sale,"Machakos, Nairobi, Nairobi",4 Bedrooms,KSh 27000000
801,Six Bedroom Townhouse with a Two BR Guest Wing in a Gated Community,"st elizabeth, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 90000000
802,Magnificient 8 bed Property on Half Acre in Nyari,"Nyari, Nyari, Nairobi, Nairobi",8 Bedrooms,KSh 105000000
803,Magnificent 5 bedroom all ensuite villa,"Kabaserian, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
804,Spacious 5 Bedroom Town House All Ensuite Dsq Garden Family Room Pool Solar Pannels Own Gate For Sale In Kileleshwa,"kileleshwa, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
805,12 Bedroom Guest House at  Gigiri,"Gigiri, Gigiri, Nairobi, Nairobi",8 Bedrooms,KSh 10000000
806,"5 Bed Townhouse + DSQ For Sale in Spring Valley, Nairobi","Spring Valley, Nairobi, Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 56500000
807,"Runda, 5 Bedroom House for sale","EAGLE PARK, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
808,"Runda, 5 Bedroom House for sale","RUNDA CYCADS, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
809,Luxurious New And Modern 4 Bedroom Townhouses in Lavington,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
810,3 Bedroom House for sale in Buruburu,"buruburu, Buruburu, Nairobi, Nairobi",3 Bedrooms,KSh 8500000
811,"4br Townhouse, Kiambu road","kiambu road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
812,Modern 5 Bedroom Standalone in Runda,"Runda, Nairobi, Nairobi",5 Bedrooms,KSh 135000000
813,A House for sale in Gigiri,"Nairobi, Gigiri, Gigiri, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
814,Bungalow  at Jamhuri Park,"Ngong rd, Ngong Road, Nairobi, Nairobi",3 Bedrooms,KSh 11000000
815,4 Bedroom Terrace Town Houses In Ruiru,"Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 8000000
816,Luxurious 4 Bedrooms Plus SQ House In Karen,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
817,Luxury 3 Bedroom Maisonettes In Syokimau,"St Thomas Timothy Road, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 15500000
818,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 76000000
819,5 Bedroom Townhouse For sale Lavington,"Convent Rd, Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
820,4 Bedroom Townhouse for sale in Syokimau,"Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 9500000
821,"4 Bedroom House in Lake View Estate, Kitisuru","Lake View, Nairobi, Nairobi",4 Bedrooms,KSh 120000000
822,"5 Bedroom Townhouse for sale in Lavington, Nairobi","Gitanga road, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 48000000
823,Opulent Modern 4 Bedroom Townhouse,"kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
824,5 Bedroom all En-suite at Mzima Springs Lavington,"Mzima Springs Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
825,5 Bedroom Townhouse for sale in Lavington,"isaac gathanju road, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
826,4 Bedroom Ultra Modern Townhouse Of Peponi Road,"Peponi road, Peponi, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
827,"City Property With Country Charm - Bogani, Karen","Bogani Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 88000000
828,Prime Property in Riverside,"Off Riverside drive., Riverside, Nairobi, Nairobi",4 Bedrooms,KSh 160000000
829,4 Bedroom House for sale in Lower Kabete,"Lower Kabete Road, Lower Kabete, Nairobi, Nairobi",4 Bedrooms,KSh 210000000
830,3 Bedroom with Sq,"Onyonka Estate, Langata, Nairobi, Nairobi",3 Bedrooms,KSh 16000000
831,4 Bedroom Maisonette in Langata Phenom Estate,"Langata - Phenom Estate, Langata, Nairobi, Nairobi",4 Bedrooms,KSh 26000000
832,4 Bedroom House on One Acre for sale in Karen (Giraffe View),"Mukoma Road, Karen, Nairobi, Nairobi",3 Bedrooms,KSh 80000000
833,6 Bedroom Home for sale,"Spring Valley, Nairobi, Nairobi",6 Bedrooms,KSh 300000000
834,"Lavington, 5 Bedroom for sale","washika rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
835,5 Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
836,"A Sumptuous 5 Bedroom Townhouse for sale in Karen, Off Mukoyeti West Road","Mukoyeti West Road., Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
837,1acre land for sale with a 4bedroom house in Loresho,"Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
838,4 Bedroom Premium Houses for sale in Kiambu Road,"Kiambu Road-Nairobi, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 34500000
839,4 Bedroom Exclusive Unfurnished House in Very Secure Gated Estate,"Tara Road, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 450000000
840,5 Bedroom Villa in Mountain View with DSQ,"Off Waiyaki Way, Mountain View, Nairobi, Nairobi",5 Bedrooms,KSh 130000000
841,Palatial Home 4bdm sq Karen,"Boghani Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 350000
842,Stunning 3 Bedroom Maisonettes In Syokimau,"Syokimau, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 9500000
843,Modern Townhouse,"kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
844,A Cosy 4 Bedroom House in the Heart of Wispers/gigiri.,"Close to UN and Rosslyn Academy., Gigiri, Nairobi, Nairobi",4 Bedrooms,KSh 80000000
845,Stunning 5 Bedroom Townhouse  in Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
846,3 Bedroom Townhouse in South B,"Rail way training school, South B, Nairobi, Nairobi",3 Bedrooms,KSh 12000000
847,A Homely Lovely Five Bedroom Town House in Runda,"Cactus Street, Nairobi, New Runda, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 100000000
848,Gorgeous 6 Bedroom House in Karen - 3KE1500005,"Karen, Nairobi, Nairobi",6 Bedrooms,KSh 85000000
849,6 Bedroom Townhouse for sale in Karen,"Nzohe Road, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 92000000
